Lead_ID,smiles,WCS,max_tanimoto_similarity,novelty_status
Pgp-Lead-18,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2cc(C)c(C)cc2C)N=N1,0.7470307558873136,0.4406779661016949,High Novelty
Pgp-Lead-19,CCCCCC(=O)N1CCC(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7448378846757611,0.45588235294117646,High Novelty
Pgp-Lead-20,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@H]2CCCCO2)cc1,0.7439186952691452,0.45454545454545453,High Novelty
Pgp-Lead-21,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@@H]2CCCCO2)cc1,0.7439186952691452,0.45454545454545453,High Novelty
Pgp-Lead-22,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc(=O)c2ccccc2o1,0.7425330471753118,0.4426229508196721,High Novelty
Pgp-Lead-23,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@@H]3CCCCO3)cc2)cc1,0.7397424178389101,0.43478260869565216,High Novelty
Pgp-Lead-24,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@H]3CCCCO3)cc2)cc1,0.7397424178389101,0.43478260869565216,High Novelty
Pgp-Lead-25,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN(C2(O)CCN([C@@H]3CCCCO3)CC2)CC1,0.7383655032659606,0.4246575342465753,High Novelty
Pgp-Lead-26,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN(C2(O)CCN([C@H]3CCCCO3)CC2)CC1,0.7383655032659606,0.4246575342465753,High Novelty
Pgp-Lead-27,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H]([C@@H]2CCCCO2)CC1,0.7376023928646658,0.45454545454545453,High Novelty
Pgp-Lead-28,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H]([C@H]2CCCCO2)CC1,0.7376023928646658,0.45454545454545453,High Novelty
Pgp-Lead-29,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H]([C@H]2CCCCO2)CC1,0.7376023928646658,0.45454545454545453,High Novelty
Pgp-Lead-30,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H]([C@@H]2CCCCO2)CC1,0.7376023928646658,0.45454545454545453,High Novelty
Pgp-Lead-31,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1[C@H]1CCCCO1,0.7363932946716658,0.46153846153846156,High Novelty
Pgp-Lead-32,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1[C@@H]1CCCCO1,0.7363932946716658,0.46153846153846156,High Novelty
Pgp-Lead-33,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C12CC3CC(CC(C3)C1)C2,0.7361520033926618,0.46551724137931033,High Novelty
Pgp-Lead-34,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-c1ccccc1[C@H]1CCCCO1,0.7347800800144051,0.43478260869565216,High Novelty
Pgp-Lead-35,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-c1ccccc1[C@@H]1CCCCO1,0.7347800800144051,0.43478260869565216,High Novelty
Pgp-Lead-36,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1coc2ccccc2c1=O,0.7346621636195443,0.45,High Novelty
Pgp-Lead-37,Cc1cccc(C2(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)N=N2)c1,0.7339998247763637,0.43333333333333335,High Novelty
Pgp-Lead-38,Cc1cccc(-c2coc3cc(O)c4c(=O)c([C@H]5CCCCO5)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-39,Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ([C@H]8CCCCO8)c(=O)c76)c5=O)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-40,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ([C@H]8CCCCO8)c(=O)c76)c5=O)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-41,Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ([C@@H]8CCCCO8)c(=O)c76)c5=O)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-42,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ([C@@H]8CCCCO8)c(=O)c76)c5=O)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-43,Cc1cccc(-c2coc3c(c(O)cc4occ([C@H]5CCCCO5)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-44,Cc1cccc(-c2coc3c(c(O)cc4occ([C@@H]5CCCCO5)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-45,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c([C@H]8CCCCO8)coc7c6c5=O)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-46,Cc1cccc(-c2coc3cc(O)c4c(=O)c([C@@H]5CCCCO5)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-47,Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6cc(O)c7c(=O)c([C@@H]8CCCCO8)coc7c6c5=O)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-48,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c([C@@H]8CCCCO8)coc7c6c5=O)c(=O)c43)c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-49,Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6cc(O)c7c(=O)c([C@H]8CCCCO8)coc7c6c5=O)coc4c3c2=O)c1,0.7339647216376168,0.6964285714285714,High Novelty
Pgp-Lead-50,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccc3ccccc3n2)N=N1,0.733506749242838,0.42857142857142855,High Novelty
Pgp-Lead-51,CCCCCC(=O)N1CCC(O)(N2CCC(O)(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)CC2)CC1,0.7332139607394266,0.4444444444444444,High Novelty
Pgp-Lead-52,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc([C@H]2CCCCO2)ccc1F,0.732484029273562,0.42857142857142855,High Novelty
Pgp-Lead-53,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc([C@@H]2CCCCO2)ccc1F,0.732484029273562,0.42857142857142855,High Novelty
Pgp-Lead-54,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN([C@@H]2CCCCO2)CC1,0.7272933914162801,0.44285714285714284,High Novelty
Pgp-Lead-55,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN([C@H]2CCCCO2)CC1,0.7272933914162801,0.44285714285714284,High Novelty
Pgp-Lead-56,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1C=C[C@@H]([C@H]2CCCCO2)C1,0.727237151160435,0.43478260869565216,High Novelty
Pgp-Lead-57,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@@H]1C=C[C@H]([C@@H]2CCCCO2)C1,0.727237151160435,0.43478260869565216,High Novelty
Pgp-Lead-58,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1C=C[C@@H]([C@@H]2CCCCO2)C1,0.727237151160435,0.43478260869565216,High Novelty
Pgp-Lead-59,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@@H]1C=C[C@H]([C@H]2CCCCO2)C1,0.727237151160435,0.43478260869565216,High Novelty
Pgp-Lead-60,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN(C(=O)C2c3ccccc3-c3ccccc32)CC1,0.7259794731688921,0.42028985507246375,High Novelty
Pgp-Lead-61,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccc(Cl)cc2)N=N1,0.724185619366644,0.4262295081967213,High Novelty
Pgp-Lead-62,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(C23CC4CC(CC(C4)C2)C3)N=N1,0.7235630758228208,0.42857142857142855,High Novelty
Pgp-Lead-63,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1([C@H]2CO[C@H]3OCC[C@H]32)N=N1,0.7235424086513542,0.42857142857142855,High Novelty
Pgp-Lead-64,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2c3ccccc3cc3ccccc23)N=N1,0.7231944823041426,0.43333333333333335,High Novelty
Pgp-Lead-65,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H](n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7230463439010402,0.5094339622641509,High Novelty
Pgp-Lead-66,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H](n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7230463439010402,0.5094339622641509,High Novelty
Pgp-Lead-67,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(N2c3ccccc3CCc3ccccc32)N=N1,0.722173896150681,0.4444444444444444,High Novelty
Pgp-Lead-68,CCCCCC(=O)N1CCC(O)(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7220483414898275,0.4492753623188406,High Novelty
Pgp-Lead-69,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@](C)(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)O1,0.7213792208916455,0.4393939393939394,High Novelty
Pgp-Lead-70,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ(-c8cccc(C)c8C)c(=O)c76)c5=O)c(=O)c43)c2=O)c1C,0.7189979876513256,0.6739130434782609,High Novelty
Pgp-Lead-71,Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ(-c8cccc(C)c8C)c(=O)c76)c5=O)coc4c3c2=O)c1C,0.7189979876513256,0.6739130434782609,High Novelty
Pgp-Lead-72,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c(-c8cccc(C)c8C)coc7c6c5=O)c(=O)c43)c2=O)c1C,0.7189979876513256,0.6739130434782609,High Novelty
Pgp-Lead-73,Cc1cccc(-c2coc3c(c(O)cc4occ(-c5cccc(C)c5C)c(=O)c43)c2=O)c1C,0.7189979876513256,0.6739130434782609,High Novelty
Pgp-Lead-74,CC(=O)N1CCC(O)(N2CCC(O)(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)CC2)CC1,0.7189010188856675,0.45454545454545453,High Novelty
Pgp-Lead-75,O=c1c(-c2ccc3c(c2)Cc2ccccc2-3)coc2c1c(O)cc1occ(-c3ccc4c(c3)Cc3ccccc3-4)c(=O)c12,0.7187448435503392,0.5961538461538461,High Novelty
Pgp-Lead-76,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccccc2Cl)N=N1,0.7186729571328214,0.4262295081967213,High Novelty
Pgp-Lead-77,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN(C2(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)N=N2)CC1,0.7183402376991244,0.46875,High Novelty
Pgp-Lead-78,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@@H]2CCCCO2)cc1O,0.7168056035050157,0.42857142857142855,High Novelty
Pgp-Lead-79,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@H]2CCCCO2)cc1O,0.7168056035050157,0.42857142857142855,High Novelty
Pgp-Lead-80,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc2c(C)c(C)c(=O)oc2c1,0.7166905922976763,0.4444444444444444,High Novelty
Pgp-Lead-81,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCn1c2ccccc2c(=O)c2cc(C)cc(C)c21,0.7162362191060043,0.7272727272727273,Analogue/Derivative
Pgp-Lead-82,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(N2CCc3ccccc3C2)N=N1,0.7155992389430941,0.453125,High Novelty
Pgp-Lead-83,Cc1cccc(SSc2coc3cc(O)c4c(=O)c(-c5cccc(C)c5)coc4c3c2=O)c1,0.7151015489283381,0.7647058823529411,Analogue/Derivative
Pgp-Lead-84,Cc1cccc(SSc2coc3c(c(O)cc4occ(-c5cccc(C)c5)c(=O)c43)c2=O)c1,0.7151015489283381,0.7647058823529411,Analogue/Derivative
Pgp-Lead-85,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1c2ccccc2cc2ccccc12,0.7120353258037211,0.48148148148148145,High Novelty
Pgp-Lead-86,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc2ncccc12,0.7105970025485671,0.43333333333333335,High Novelty
Pgp-Lead-87,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(C2CCC(F)(F)CC2)N=N1,0.7105567349900993,0.421875,High Novelty
Pgp-Lead-88,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)N=N1,0.7105202410951275,0.49056603773584906,High Novelty
Pgp-Lead-89,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1nc(-c2n[nH]c(-n3c4ccccc4c(=O)c4cc(C)cc(C)c43)n2)n[nH]1,0.7102627967758843,0.4576271186440678,High Novelty
Pgp-Lead-90,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1csc(-c2nc(-n3c4ccccc4c(=O)c4cc(C)cc(C)c43)cs2)n1,0.710042451663761,0.4406779661016949,High Novelty
Pgp-Lead-91,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2Cn1c2ccccc2c(=O)c2cc(C)cc(C)c21,0.7078005600160697,0.6521739130434783,High Novelty
Pgp-Lead-92,CC(=O)N1CCC(O)(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7072184678035753,0.4603174603174603,High Novelty
Pgp-Lead-93,Cc1cccc(-c2coc3cc(O)c4c(=O)c(C5(c6cccc(C)c6)N=N5)coc4c3c2=O)c1,0.7062939928467,0.75,Analogue/Derivative
Pgp-Lead-94,Cc1cccc(-c2coc3c(c(O)cc4occ(C5(c6cccc(C)c6)N=N5)c(=O)c43)c2=O)c1,0.7062939928467,0.75,Analogue/Derivative
Pgp-Lead-95,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@H]2CCCCO2)c(O)c1,0.7055771197725367,0.44285714285714284,High Novelty
Pgp-Lead-96,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@@H]2CCCCO2)c(O)c1,0.7055771197725367,0.44285714285714284,High Novelty
Pgp-Lead-97,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@@H]1C=C[C@H](n2c3ccccc3c(=O)c3cc(C)cc(C)c32)C1,0.7050073678739244,0.4909090909090909,High Novelty
Pgp-Lead-98,O=c1c(-c2cccs2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-c6cccs6)coc5c4c3=O)c(=O)c12,0.7049538520799952,0.5714285714285714,High Novelty
Pgp-Lead-99,O=c1c(-c2coc3c(c(O)cc4occ(-c5cccs5)c(=O)c43)c2=O)coc2c1c(O)cc1occ(-c3cccs3)c(=O)c12,0.7049538520799952,0.5714285714285714,High Novelty
Pgp-Lead-100,O=c1c(-c2cccs2)coc2c1c(O)cc1occ(-c3cccs3)c(=O)c12,0.7049538520799952,0.5714285714285714,High Novelty
Pgp-Lead-101,O=c1c(-c2coc3cc(O)c4c(=O)c(-c5cccs5)coc4c3c2=O)coc2c1c(O)cc1occ(-c3cccs3)c(=O)c12,0.7049538520799952,0.5714285714285714,High Novelty
Pgp-Lead-102,O=c1c(SSc2ccc3ccccc3c2)coc2c1c(O)cc1occ(-c3ccc4ccccc4c3)c(=O)c12,0.7042696892706296,0.5344827586206896,High Novelty
Pgp-Lead-103,O=c1c(-c2ccc3ccccc3c2)coc2c1c(O)cc1occ(SSc3ccc4ccccc4c3)c(=O)c12,0.7042696892706296,0.5344827586206896,High Novelty
Pgp-Lead-104,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc(C)nc2nc(-c3nc4nc(C)cc(-n5c6ccccc6c(=O)c6cc(C)cc(C)c65)n4n3)nn12,0.7040925785982368,0.43548387096774194,High Novelty
Pgp-Lead-105,Cc1cc(C)c(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c(-c8cc(C)c(C)cc8C)coc7c6c5=O)c(=O)c43)c2=O)cc1C,0.7038447123881854,0.6444444444444445,High Novelty
Pgp-Lead-106,Cc1cc(C)c(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ(-c8cc(C)c(C)cc8C)c(=O)c76)c5=O)c(=O)c43)c2=O)cc1C,0.7038447123881854,0.6444444444444445,High Novelty
Pgp-Lead-107,Cc1cc(C)c(-c2coc3c(c(O)cc4occ(-c5cc(C)c(C)cc5C)c(=O)c43)c2=O)cc1C,0.7038447123881854,0.6444444444444445,High Novelty
Pgp-Lead-108,Cc1cc(C)c(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ(-c8cc(C)c(C)cc8C)c(=O)c76)c5=O)coc4c3c2=O)cc1C,0.7038447123881854,0.6444444444444445,High Novelty
Pgp-Lead-109,Cc1cccc(Sc2coc3cc(O)c4c(=O)c(-c5cccc(C)c5)coc4c3c2=O)c1,0.7034871567231993,0.78,Analogue/Derivative
Pgp-Lead-110,Cc1cccc(Sc2coc3c(c(O)cc4occ(-c5cccc(C)c5)c(=O)c43)c2=O)c1,0.7034871567231993,0.78,Analogue/Derivative
Pgp-Lead-111,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(F)c(-c2cc(-n3c4ccccc4c(=O)c4cc(C)cc(C)c43)ccc2F)c1,0.703399878500192,0.4482758620689655,High Novelty
Pgp-Lead-112,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cncc(Br)c1,0.7028501083502965,0.43333333333333335,High Novelty
Pgp-Lead-113,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1nc(C)nc2c1CCC2,0.7017216262487463,0.4444444444444444,High Novelty
Pgp-Lead-114,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-n1c2ccccc2c(=O)c2cc(C)cc(C)c21,0.7016491087871759,0.5306122448979592,High Novelty
Pgp-Lead-115,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cnc2ccccc2c1,0.7015271704274527,0.4262295081967213,High Novelty
Pgp-Lead-116,O=c1c(-c2coc3cc(O)c4c(=O)c(-c5ccc6ncsc6c5)coc4c3c2=O)coc2c1c(O)cc1occ(-c3ccc4ncsc4c3)c(=O)c12,0.7014295908447028,0.5740740740740741,High Novelty
Pgp-Lead-117,O=c1c(-c2coc3c(c(O)cc4occ(-c5ccc6ncsc6c5)c(=O)c43)c2=O)coc2c1c(O)cc1occ(-c3ccc4ncsc4c3)c(=O)c12,0.7014295908447028,0.5740740740740741,High Novelty
Pgp-Lead-118,O=c1c(-c2ccc3ncsc3c2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-c6ccc7ncsc7c6)coc5c4c3=O)c(=O)c12,0.7014295908447028,0.5740740740740741,High Novelty
Pgp-Lead-119,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c(=O)c4cc(C)cc(C)c43)cc2)cc1,0.6991061841747328,0.49056603773584906,High Novelty
Pgp-Lead-120,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-c1ccccc1-n1c2ccccc2c(=O)c2cc(C)cc(C)c21,0.6987679251247343,0.5,High Novelty
Pgp-Lead-121,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1nc(-c2csc(-n3c4ccccc4c(=O)c4cc(C)cc(C)c43)n2)cs1,0.6987155580511687,0.4406779661016949,High Novelty
Pgp-Lead-122,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc(-n2c3ccccc3c(=O)c3cc(C)cc(C)c32)c1,0.6981516624435458,0.5,High Novelty
Pgp-Lead-123,CC1(C)CC[C@]2(O[C@@H]3CCCCO3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0.6979183986241304,0.5909090909090909,High Novelty
Pgp-Lead-124,CC1(C)CC[C@]2(O[C@H]3CCCCO3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0.6979183986241304,0.5909090909090909,High Novelty
Pgp-Lead-125,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(F)c(-n2c3ccccc3c(=O)c3cc(C)cc(C)c32)c1,0.6978222002428643,0.4482758620689655,High Novelty
Pgp-Lead-126,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-n2c3ccccc3c(=O)c3cc(C)cc(C)c32)cc1,0.6977496385253585,0.52,High Novelty
Pgp-Lead-127,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc2ccccc2n1,0.6973400843538184,0.46551724137931033,High Novelty
Pgp-Lead-128,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccc(F)cc2)N=N1,0.6969151238746367,0.4262295081967213,High Novelty
Pgp-Lead-129,CC(=O)c1coc2cc(O)c3c(=O)c(-c4coc5c(c(O)cc6occ(C(C)=O)c(=O)c65)c4=O)coc3c2c1=O,0.6965522343161341,0.5957446808510638,High Novelty
Pgp-Lead-130,CC(=O)c1coc2c(c(O)cc3occ(-c4coc5cc(O)c6c(=O)c(C(C)=O)coc6c5c4=O)c(=O)c32)c1=O,0.6965522343161341,0.5957446808510638,High Novelty
Pgp-Lead-131,CC(=O)c1coc2c(c(O)cc3occ(-c4coc5c(c(O)cc6occ(C(C)=O)c(=O)c65)c4=O)c(=O)c32)c1=O,0.6965522343161341,0.5957446808510638,High Novelty
Pgp-Lead-132,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(Cl)cc1Cl,0.6959136522141658,0.45614035087719296,High Novelty
Pgp-Lead-133,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1csc(-n2c3ccccc3c(=O)c3cc(C)cc(C)c32)n1,0.6957321615563188,0.43333333333333335,High Novelty
Pgp-Lead-134,O=c1c(-c2ccc3ncsc3c2)coc2c1c(O)cc1occ(-c3ccc4ncsc4c3)c(=O)c12,0.6932465644106038,0.5636363636363636,High Novelty
Pgp-Lead-135,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc2oc(-c3cc(=O)c4c(-n5c6ccccc6c(=O)c6cc(C)cc(C)c65)cccc4o3)cc(=O)c12,0.6932390061842781,0.421875,High Novelty
Pgp-Lead-136,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@H]3CCCCO3)c(O)c2)cc1O,0.6919986301787648,0.4246575342465753,High Novelty
Pgp-Lead-137,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@@H]3CCCCO3)c(O)c2)cc1O,0.6919986301787648,0.4246575342465753,High Novelty
Pgp-Lead-138,O=c1c(-c2ccc3ccccc3c2)coc2c1c(O)cc1occ(Sc3ccc4ccccc4c3)c(=O)c12,0.6919355073972518,0.543859649122807,High Novelty
